Funder,Funder Country,Funder Type,Recipient Name,Recipient URL,Recipient City,Recipient State,Recipient Country,Currency,Amount (original currency),Amount (USD),Paid/Auth,Transaction Type,Duration (Months),FY,Grant Description,Source URL,Publication,Title,Author,Publication Date,Date added,Crisis
Carlsberg Foundation,Denmark,Company-sponsored foundation,Unknown Recipient(s),,,,,DKK,"25,000,000 kr.","$3,750,000",Authorized,Pledge,,2022,"The Carlsberg Foundation and the Tuborg Foundation will donate DKK 75 million (EUR 10 million) to the relief efforts in Ukraine. Funds will be donated, amongst others, through the Danish branches of recognised international aid organisations with the purpose to support the massive relief efforts currently underway. The funds will be used for general humanitarian relief efforts and by partnering with local organisations to support all Ukrainian people in need. ",https://www.carlsberggroup.com/newsroom/carlsberg-group-the-carlsberg-foundation-and-the-tuborg-foundation-donate-dkk-75-million-to-relief-efforts-in-ukraine/,,,,3/3/2022,3/5/2022,Ukraine
Carlsberg Group,Denmark,Corporate giving program,Unknown Recipient(s),,,,,DKK,"25,000,000 kr.","$3,750,000",Authorized,Pledge,,2022,"The Carlsberg Foundation and the Tuborg Foundation will donate DKK 75 million (EUR 10 million) to the relief efforts in Ukraine. Funds will be donated, amongst others, through the Danish branches of recognised international aid organisations with the purpose to support the massive relief efforts currently underway. The funds will be used for general humanitarian relief efforts and by partnering with local organisations to support all Ukrainian people in need. ",https://www.carlsberggroup.com/newsroom/carlsberg-group-the-carlsberg-foundation-and-the-tuborg-foundation-donate-dkk-75-million-to-relief-efforts-in-ukraine/,,,,3/3/2022,3/5/2022,Ukraine
Carnegie Corporation of New York,United States,Independent foundation,International Rescue Committee,https://www.rescue.org/,New York,NY,United States,USD,"$1,000,000 ","$1,000,000",Authorized,Cash,,2022,"Carnegie Corporation of New York announced a donation of $1 million to the International Rescue Committee (IRC), a global humanitarian relief organization, to assist those being forced to flee their homes in Ukraine. The support will help fund an emergency appeal made by IRC as it works to provide critical aid to displaced people in Ukraine and to refugees pouring into neighboring countries.",https://www.carnegie.org/news/articles/emergency-aid-ukraine-carnegie-corporation-new-york/,,,,3/10/2022,3/11/2022,Ukraine
Carnegie Corporation of New York,United States,Independent foundation,National Academy of Sciences,,Washington,DC,United States,USD,"$200,000","$200,000",Authorized,Cash,,2022,As a one-time only grant for core support of a rescue fund targeting Ukrainian researchers and their families,Reported to Candid by funder,,,,,5/18/2022,Ukraine
Carnegie Corporation of New York,United States,Independent foundation,American Councils for International Education,,Washington,DC,United States,USD,"$300,000","$300,000",Authorized ,Cash,,2022,For fellowships for Ukrainian and Russian displaced academic communities.,Reported to Candid by funder,,,,,7/30/2022,Ukraine
Carnival Corporation,United States,Corporate giving program,World Central Kitchen,https://wck.org/,Washington,DC,United States,USD,"$50,000","$50,000",Authorized,Cash,,2022,"Carnival Corporation's namesake brand, Carnival Cruise Line, made a $50,000 donation to World Central Kitchen, honoring its employees and crew members from Ukraine.",https://www.carnivalcorp.com/news-releases/news-release-details/carnival-corporation-announces-micky-and-madeleine-arison-1,,,,3/18/2022,3/21/2022,Ukraine
Caterpillar Foundation,United States,Company-sponsored foundation,Multiple Recipients,,,,,USD,"$1,000,000","$1,000,000",Authorized,Cash,,2022,"The Caterpillar Foundation, the philanthropic organization of Caterpillar Inc., is donating more than $1 million to support both urgent and long-term needs of the Ukraine humanitarian crisis. Organizations include American Red Cross to support the global Red Cross network response to the Ukraine Humanitarian Crisis, Project Hope, and the Center for Disaster Philanthropy. Donations will help support relief efforts such as water, food, clothing, hygiene sets, blankets, fuel for heating, medical supplies and housing support in Ukraine and surrounding countries. To amplify the giving, the Caterpillar Foundation is also matching gifts from global Caterpillar and dealer employees as well as U.S. retirees to the global Red Cross network in response to the Ukraine crisis through a 2:1 match. ",https://www.prnewswire.com/news-releases/caterpillar-foundation-supports-urgent-humanitarian-needs-for-the-ukrainian-people-301499523.html,PR Newswire,CATERPILLAR FOUNDATION SUPPORTS URGENT HUMANITARIAN NEEDS FOR THE UKRAINIAN PEOPLE,,3/9/2022,3/10/2022,Ukraine
Cawley Studio,England,Corporate giving program,British Red Cross,https://www.redcross.org.uk/,London,,United Kingdom,GBP,"£4,500","$5,940",Authorized,Cash,,2022,"Cawley Studio raffled its Ella vest to raise money for Ukraine, with the UK-based brand raising more than £4,500 for British Red Cross.",https://www.vogue.co.uk/fashion/article/independent-brands-fundraising-ukraine,Vogue,20 Independent Brands Rallying to Support Ukraine,Emily Chan,4/12/2022,4/14/2022,Ukraine
CC Wellness,United States,Corporate giving program,United Help Ukraine,https://unitedhelpukraine.org/,Gaithersburg,MD,United States,USD,"$1,300,000 ","$1,300,000",Authorized ,In-kind gifts,,2022," Desperately needed hand sanitizer for hand hygiene stations and other hospital and health facilities is making its way to Ukraine in a donation from Muse Health, a division of CC Wellness. The donated 2.1 million ounces of product — strict USP grade (U.S. Pharmacopeia) hand sanitizer and hand wash — is being distributed in Ukraine by United Help Ukraine, a Maryland-based 501(c)(3) nonprofit.",https://www.prnewswire.com/news-releases/more-than-1-3-million-in-much-needed-hand-sanitizers-making-its-way-to-ukraine-health-facilities-in-donation-from-muse-health-division-of-cc-wellness-301552210.html,PR Newswire,More Than $1.3 Million in Much-Needed Hand Sanitizers Making Its Way to Ukraine Health Facilities in Donation From Muse Health Division of CC Wellness,,5/23/2022,5/23/2022,Ukraine
CD PROJEKT Group,Poland,Corporate giving program,Polska Akcja Humanitarna,https://www.pah.org.pl/,Warsaw,,Poland,PLN,"1,000,000 z?","$230,000",Authorized,Cash,,2022,The CD PROJEKT Group has decided to support humanitarian aid efforts in and around Ukraine by donating 1 million PLN to the Polska Akcja Humanitarna.,https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/cd-projekt-group-humanitarian-crisis-ukraine,,,,3/29/2022,3/29/2022,Ukraine
CD Projekt Red,Poland,Corporate giving program,Polish Humanitarian Action,https://www.pah.org.pl/en/,Warsaw,,Poland,PLN,"1,000,000 z?","$230,000",Authorized,Cash,,2022,"CD Projekt Red donated 1 million PLN to Polish Humanitarian Action, which is working directly with Ukrainian citizens affected and displaced by Russia's attack on Ukraine.",https://www.eurogamer.net/articles/2022-02-27-cd-projekt-red-joins-efforts-to-support-ukraine-by-donating-to-support-humanitarian-aid,Eurogamer,CD Projekt Red joins efforts to support Ukraine by donating to humanitarian aid,Vikki Blake,2/27/2022,3/21/2022,Ukraine
Cedar’s Foods,United States,Corporate giving program,World Central Kitchen,https://wck.org/,Washington,DC,United States,USD,"$100,000","$100,000",Authorized,Cash,,2022,"Cedar’s Foods, a Haverhill, Massachusetts-based company, has donated $100,000 to World Central Kitchen (WCK) to help feed Ukrainian refugees.",https://www.businesswire.com/news/home/20220407005011/en/Cedar%E2%80%99s-Foods-Donates-100000-to-Help-Feed-Ukrainian-Refugees,Businesswire,"Cedar’s Foods Donates $100,000 to Help Feed Ukrainian Refugees",,4/7/2022,4/7/2022,Ukraine
Cedars-Sinai Medical Center,United States,Public charity,Direct Relief,,Santa Barbara,CA,United States,USD,"$50,000","$50,000",Paid,Cash,,2022,Humanitarian Relief for Ukraine,Reported to Candid by funder,,,,,7/12/2022,Ukraine
Celiac Disease Foundation,United States,Public charity,Multiple Recipients,,,,,USD,"$25,000 ","$25,000 ",Authorized,Matching grants,,2022,"The Celiac Disease Foundation is matching donations, dollar for dollar, up to $25,000 to protect those with celiac disease affected by the crisis in Ukraine. Donations will help provide children and families with immediate aid by allowing the Ukrainian Celiac Society and bordering Celiac Societies to: arrange and deliver gluten-free food to celiac disease patients remaining in Ukraine; arrange and deliver gluten-free food to celiac disease refugees in countries welcoming them; and provide Ukrainian refugees with counseling to help with their trauma recovery and social integration in the hosting countries.
",http://celiac.org/ukraine/,,,,,3/14/2022,Ukraine
